Tension_Pa_m,Radius_m,Depth_Ratio,B_Parameter,Eigenvalue_X,Frequency_Hz,Mode_Number
6500,0.2,0.1,0,27.4934791320416,1763.91037605324,9
6500,0.2,0.1,0,30.634606468442,1965.43696621563,10
6500,0.2,0.4,0,2.40482555769519,154.287376051762,1
6500,0.2,0.4,0,5.52007811028645,354.153907135419,2
6500,0.2,0.4,0,8.65372791291103,555.200758107612,3
6500,0.2,0.4,0,11.7915344390139,756.514293686674,4
6500,0.2,0.4,0,14.930917708488,957.928989034549,5
6500,0.2,0.4,0,18.0710639679115,1159.39263584041,6
6500,0.2,0.4,0,21.2116366299,1360.88363952988,7
6500,0.2,0.4,0,24.3524715307517,1562.39146778527,8
6500,0.2,0.4,0,27.4934791320416,1763.91037605324,9
6500,0.2,0.4,0,30.634606468442,1965.43696621563,10
6500,0.2,0.75,0,2.40482555769519,154.287376051762,1
6500,0.2,0.75,0,5.52007811028645,354.153907135419,2
6500,0.2,0.75,0,8.65372791291103,555.200758107612,3
6500,0.2,0.75,0,11.7915344390139,756.514293686674,4
6500,0.2,0.75,0,14.930917708488,957.928989034549,5
6500,0.2,0.75,0,18.0710639679115,1159.39263584041,6
6500,0.2,0.75,0,21.2116366299,1360.88363952988,7
6500,0.2,0.75,0,24.3524715307517,1562.39146778527,8
6500,0.2,0.75,0,27.4934791320416,1763.91037605324,9
6500,0.2,0.75,0,30.634606468442,1965.43696621563,10
6500,0.2,1,0,2.40482555769519,154.287376051762,1
6500,0.2,1,0,5.52007811028645,354.153907135419,2
6500,0.2,1,0,8.65372791291103,555.200758107612,3
6500,0.2,1,0,11.7915344390139,756.514293686674,4
6500,0.2,1,0,14.930917708488,957.928989034549,5
6500,0.2,1,0,18.0710639679115,1159.39263584041,6
6500,0.2,1,0,21.2116366299,1360.88363952988,7
6500,0.2,1,0,24.3524715307517,1562.39146778527,8
6500,0.2,1,0,27.4934791320416,1763.91037605324,9
6500,0.2,1,0,30.634606468442,1965.43696621563,10
7000,0.05,0.1,0,2.40482555769519,640.446307579696,1
7000,0.05,0.1,0,5.52007811028645,1470.09151327913,2
7000,0.05,0.1,0,8.65372791291103,2304.63622231916,3
7000,0.05,0.1,0,11.7915344390139,3140.28793814178,4
7000,0.05,0.1,0,14.930917708488,3976.35956777763,5
