x,J0
1.165,0.688413526649098
1.17,0.685964625798159
1.175,0.683509055512283
1.18,0.681046860871044
1.185,0.678578087066587
1.19,0.676102779402698
1.195,0.673620983293869
1.2,0.671132744264363
1.205,0.668638107947273
1.21,0.666137120083588
1.215,0.663629826521243
1.22,0.661116273214182
1.225,0.658596506221405
1.23,0.656070571706025
1.235,0.653538515934313
1.24,0.651000385274748
1.245,0.648456226197063
1.25,0.645906085271285
1.255,0.64335000916678
1.26,0.64078804465129
1.265,0.638220238589973
1.27,0.635646637944435
1.275,0.63306728977177
1.28,0.630482241223586
1.285,0.627891539545035
1.29,0.625295232073847
1.295,0.622693366239354
1.3,0.620085989561509
1.305,0.617473149649919
1.31,0.614854894202858
1.315,0.612231271006292
1.32,0.609602327932892
1.325,0.606968112941055
1.33,0.604328674073917
1.335,0.601684059458362
1.34,0.599034317304041
1.345,0.596379495902375
1.35,0.593719643625566
1.355,0.591054808925604
1.36,0.588385040333271
1.365,0.585710386457146
1.37,0.583030895982607
1.375,0.580346617670829
1.38,0.577657600357789
1.385,0.574963892953256
1.39,0.572265544439796
1.395,0.569562603871762
1.4,0.566855120374289
1.405,0.564143143142285
1.41,0.561426721439427
1.415,0.558705904597144
1.42,0.555980742013613
1.425,0.55325128315274
1.43,0.55051757754315
1.435,0.547779674777173
1.44,0.545037624509823
1.445,0.542291476457786
1.45,0.539541280398398
1.455,0.536787086168628
1.46,0.534028943664057
1.465,0.531266902837853
1.47,0.528501013699754
1.475,0.525731326315039
1.48,0.52295789080351
1.485,0.520180757338456
1.49,0.51739997614564
1.495,0.514615597502257
1.5,0.511827671735918
1.505,0.509036249223614
1.51,0.506241380390686
1.515,0.503443115709797
1.52,0.5006415056999
1.525,0.497836600925201
1.53,0.495028451994131
1.535,0.49221710955831
1.54,0.489402624311511
1.545,0.486585046988627
1.55,0.483764428364631
1.555,0.480940819253545
1.56,0.478114270507396
1.565,0.475284833015182
1.57,0.472452557701835
1.575,0.469617495527175
1.58,0.466779697484878
1.585,0.463939214601431
1.59,0.461096097935091
1.595,0.458250398574849
1.6,0.455402167639381
1.605,0.45255145627601
1.61,0.449698315659665
1.615,0.446842796991834
1.62,0.443984951499523
1.625,0.441124830434213
1.63,0.438262485070814
1.635,0.435397966706622
1.64,0.432531326660275
1.645,0.429662616270708
1.65,0.426791886896106
1.655,0.423919189912862
1.66,0.42104457671453
1.665,0.418168098710779
1.67,0.415289807326347
1.675,0.412409753999999
1.68,0.409527990183475
1.685,0.406644567340448
1.69,0.403759536945479
1.695,0.400872950482968
1.7,0.39798485944611
1.705,0.395095315335846
1.71,0.392204369659822
1.715,0.389312073931338
1.72,0.386418479668308
1.725,0.383523638392208
1.73,0.380627601627033
1.735,0.377730420898254
1.74,0.374832147731769
1.745,0.371932833652861
1.75,0.369032530185151
1.755,0.366131288849554
1.76,0.363229161163236
1.765,0.360326198638569
1.77,0.357422452782086
1.775,0.35451797509344
1.78,0.35161281706436
1.785,0.348707030177608
1.79,0.345800665905937
1.795,0.342893775711051
1.8,0.339986411042558
1.805,0.337078623336939
1.81,0.334170464016496
1.815,0.331261984488322
1.82,0.328353236143255
1.825,0.325444270354844
1.83,0.322535138478307
1.835,0.319625891849496
1.84,0.316716581783858
1.845,0.3138072595754
1.85,0.310897976495655
1.855,0.307988783792644
1.86,0.305079732689842
1.865,0.302170874385146
1.87,0.299262260049842
1.875,0.296353940827574
1.88,0.293445967833309
1.885,0.290538392152313
1.89,0.287631264839114
1.895,0.284724636916479
1.9,0.281818559374385
1.905,0.278913083168992
1.91,0.276008259221616
1.915,0.273104138417704
1.92,0.270200771605813
1.925,0.267298209596585
1.93,0.264396503161724
1.935,0.261495703032977
1.94,0.258595859901114
1.945,0.255697024414908
1.95,0.252799247180121
1.955,0.24990257875848
1.96,0.247007069666671
1.965,0.244112770375319
1.97,0.241219731307976
1.975,0.238328002840111
1.98,0.235437635298096
1.985,0.232548678958203
1.99,0.229661184045589
1.995,0.226775200733295
2,0.223890779141236
2.005,0.221007969335201
2.01,0.218126821325849
2.015,0.215247385067707
2.02,0.212369710458172
2.025,0.209493847336511
2.03,0.206619845482865
2.035,0.203747754617253
2.04,0.200877624398578
2.045,0.198009504423638
2.05,0.19514344422613
2.055,0.192279493275662
2.06,0.189417700976769
2.065,0.186558116667923
2.07,0.183700789620551
2.075,0.180845769038048
2.08,0.177993104054804
2.085,0.175142843735214
2.09,0.172295037072711
2.095,0.169449732988779
2.1,0.16660698033199
2.105,0.163766827877023
2.11,0.160929324323697
2.115,0.158094518296
2.12,0.155262458341126
2.125,0.152433192928506
2.13,0.149606770448844
2.135,0.14678323921316
2.14,0.143962647451828
2.145,0.141145043313615
2.15,0.138330474864732
2.155,0.135518990087875
2.16,0.132710636881278
2.165,0.129905463057758
2.17,0.127103516343772
2.175,0.124304844378467
2.18,0.121509494712743
2.185,0.118717514808305
2.19,0.115928952036728
2.195,0.113143853678517
2.2,0.110362266922174
2.205,0.107584238863266
2.21,0.104809816503491
2.215,0.102039046749753
2.22,0.0992719764132355
2.225,0.096508652208475
2.23,0.0937491207524419
2.235,0.0909934285636203
2.24,0.0882416220610912
2.245,0.085493747563618
2.25,0.082749851288734
2.255,0.0800099793518321
2.26,0.0772741777652576
2.265,0.0745424924374035
2.27,0.0718149691718071
2.275,0.0690916536662499
2.28,0.0663725915118603
2.285,0.0636578281922176
2.29,0.0609474090824597
2.295,0.0582413794483922
2.3,0.0555397844456018
2.305,0.0528426691185704
2.31,0.0501500783997921
2.315,0.0474620571088939
2.32,0.0447786499517582
2.325,0.0420999015196477
2.33,0.0394258562883342
2.335,0.036756558617228
2.34,0.0340920527485119
2.345,0.0314323828062769
2.35,0.0287775927956619
2.355,0.0261277266019933
2.36,0.0234828279899307
2.365,0.0208429406026133
2.37,0.0182081079608104
2.375,0.0155783734620732
2.38,0.0129537803798904
2.385,0.0103343718628467
2.39,0.00772019093378415
2.395,0.0051112804889661
2.4,0.00250768329724385
2.405,-9.05580007732175e-05
2.41,-0.00268340089354424
2.415,-0.00527080299942247
2.42,-0.00785272206747455
2.425,-0.010429115978301
2.43,-0.0129999427448497
2.435,-0.0155651605132283
2.44,-0.0181247275635144
2.445,-0.0206786023105608
2.45,-0.0232267433047988
2.455,-0.0257691092330378
2.46,-0.0283056589192623
2.465,-0.0308363513254259
2.47,-0.0333611455522421
2.475,-0.0358800008399701
2.48,-0.0383928765692008
2.485,-0.040899732261637
2.49,-0.0434005275808717
2.495,-0.0458952223331609
2.5,-0.0483837764681979
2.505,-0.0508661500798796
2.51,-0.0533423034070709
2.515,-0.0558121968343673
2.52,-0.0582757908928523
2.525,-0.0607330462608532
2.53,-0.0631839237646923
2.535,-0.0656283843794337
2.54,-0.0680663892296308
2.545,-0.0704978995900655
2.55,-0.0729228768864881
2.555,-0.0753412826963493
2.56,-0.0777530787495345
2.565,-0.0801582269290896
2.57,-0.0825566892719461
2.575,-0.0849484279696414
2.58,-0.0873334053690367
2.585,-0.08971158397303
2.59,-0.0920829264412679
2.595,-0.0944473955908514
2.6,-0.0968049543970384
2.605,-0.0991555659939451
2.61,-0.101499193675241
2.615,-0.103835800894842
2.62,-0.106165351267598
2.625,-0.108487808569981
2.63,-0.110803136740764
2.635,-0.113111299881698
2.64,-0.115412262258192
2.645,-0.117705988299979
2.65,-0.11999244260178
2.655,-0.122271589923978
2.66,-0.124543395193266
2.665,-0.126807823503309
2.67,-0.129064840115395
2.675,-0.131314410459084
2.68,-0.13355650013285
2.685,-0.135791074904724
2.69,-0.138018100712932
2.695,-0.140237543666525
2.7,-0.142449370046012
2.705,-0.14465354630398
2.71,-0.146850039065724
2.715,-0.149038815129856
2.72,-0.151219841468927
2.725,-0.153393085230028
2.73,-0.155558513735407
2.735,-0.157716094483062
2.74,-0.159865795147344
2.745,-0.16200758357955
2.75,-0.164141427808514
2.755,-0.166267296041193
2.76,-0.168385156663252
2.765,-0.170494978239637
2.77,-0.172596729515154
2.775,-0.174690379415041
2.78,-0.176775897045529
2.785,-0.178853251694409
2.79,-0.180922412831589
2.795,-0.182983350109648
2.8,-0.185036033364388
2.805,-0.187080432615376
2.81,-0.189116518066495
2.815,-0.191144260106471
2.82,-0.193163629309415
2.825,-0.19517459643535
2.83,-0.197177132430738
2.835,-0.199171208429
2.84,-0.201156795751034
2.845,-0.203133865905729
2.85,-0.205102390590474
2.855,-0.207062341691662
2.86,-0.209013691285193
2.865,-0.210956411636969
2.87,-0.212890475203385
2.875,-0.21481585463182
2.88,-0.216732522761121
2.885,-0.218640452622078
2.89,-0.220539617437907
2.895,-0.222429990624714
2.9,-0.224311545791968
2.905,-0.226184256742959
2.91,-0.228048097475257
2.915,-0.229903042181171
2.92,-0.231749065248193
2.925,-0.233586141259445
2.93,-0.235414244994122
2.935,-0.237233351427929
2.94,-0.239043435733509
2.945,-0.240844473280878
2.95,-0.242636439637843
2.955,-0.244419310570425
2.96,-0.246193062043273
2.965,-0.247957670220073
2.97,-0.24971311146396
2.975,-0.251459362337911
2.98,-0.25319639960515
2.985,-0.25492420022954
2.99,-0.25664274137597
2.995,-0.258352000410738
3,-0.260051954901934
3.005,-0.261742582619814
3.01,-0.263423861537173
3.015,-0.265095769829707
3.02,-0.26675828587638
3.025,-0.268411388259779
3.03,-0.270055055766468
3.035,-0.271689267387336
3.04,-0.273314002317944
3.045,-0.274929239958859
3.05,-0.276534959915995
3.055,-0.278131142000941
3.06,-0.27971776623129
3.065,-0.281294812830954
3.07,-0.282862262230491
3.075,-0.284420095067407
3.08,-0.285968292186475
3.085,-0.28750683464003
3.09,-0.289035703688271
3.095,-0.290554880799557
3.1,-0.292064347650698
3.105,-0.293564086127233
3.11,-0.29505407832372
3.115,-0.296534306544009
3.12,-0.29800475330151
3.125,-0.299465401319466
3.13,-0.300916233531211
3.135,-0.302357233080431
3.14,-0.303788383321417
3.145,-0.30520966781931
3.15,-0.306621070350352
3.155,-0.308022574902119
3.16,-0.309414165673761
3.165,-0.310795827076228
3.17,-0.3121675437325
3.175,-0.313529300477803
3.18,-0.314881082359834
3.185,-0.316222874638961
3.19,-0.317554662788442
3.195,-0.31887643249462
3.2,-0.320188169657123
3.205,-0.321489860389059
3.21,-0.322781491017204
3.215,-0.324063048082183
3.22,-0.325334518338655
3.225,-0.326595888755482
3.23,-0.327847146515904
3.235,-0.329088279017701
3.24,-0.330319273873356
3.245,-0.331540118910209
3.25,-0.332750802170611
3.255,-0.33395131191207
3.26,-0.335141636607392
3.265,-0.336321764944818
3.27,-0.33749168582816
3.275,-0.338651388376926
3.28,-0.339800861926446
3.285,-0.340940096027987
3.29,-0.342069080448873
3.295,-0.343187805172588
3.3,-0.344296260398885
3.305,-0.345394436543885
3.31,-0.346482324240172
3.315,-0.347559914336884
3.32,-0.348627197899801
3.325,-0.34968416621142
3.33,-0.35073081077104
3.335,-0.351767123294829
3.34,-0.352793095715893
3.345,-0.353808720184336
3.35,-0.354813989067321
3.355,-0.355808894949124
3.36,-0.356793430631179
3.365,-0.357767589132124
3.37,-0.35873136368784
3.375,-0.359684747751486
3.38,-0.360627734993527
3.385,-0.361560319301762
3.39,-0.362482494781343
3.395,-0.363394255754789
3.4,-0.364295596762001
3.405,-0.365186512560264
3.41,-0.366066998124254
3.415,-0.366937048646031
3.42,-0.367796659535031
3.425,-0.368645826418057
3.43,-0.369484545139261
3.435,-0.370312811760121
3.44,-0.371130622559416
3.445,-0.371937974033193
3.45,-0.372734862894737
3.455,-0.373521286074522
3.46,-0.374297240720175
3.465,-0.375062724196419
3.47,-0.375817734085026
3.475,-0.376562268184752
3.48,-0.377296324511274
3.485,-0.378019901297127
3.49,-0.378732996991626
3.495,-0.379435610260791
3.5,-0.380127739987263
3.505,-0.38080938527022
3.51,-0.381480545425284
3.515,-0.382141219984423
3.52,-0.382791408695855
3.525,-0.383431111523939
3.53,-0.384060328649067
3.535,-0.38467906046755
3.54,-0.385287307591494
3.545,-0.385885070848685
3.55,-0.386472351282452
3.555,-0.387049150151541
3.56,-0.387615468929973
3.565,-0.388171309306903
3.57,-0.388716673186475
3.575,-0.389251562687669
3.58,-0.389775980144144
3.585,-0.390289928104083
3.59,-0.390793409330021
3.595,-0.391286426798682
3.6,-0.391768983700798
3.605,-0.392241083440937
3.61,-0.392702729637316
3.615,-0.393153926121615
3.62,-0.393594676938782
3.625,-0.394024986346841
3.63,-0.394444858816687
3.635,-0.394854299031879
3.64,-0.395253311888435
3.645,-0.395641902494612
3.65,-0.396020076170688
3.655,-0.396387838448741
3.66,-0.396745195072418
3.665,-0.3970921519967
3.67,-0.397428715387669
3.675,-0.397754891622267
3.68,-0.398070687288043
3.685,-0.398376109182909
3.69,-0.398671164314884
3.695,-0.398955859901829
3.7,-0.399230203371191
3.705,-0.399494202359728
3.71,-0.399747864713241
3.715,-0.399991198486291
3.72,-0.400224211941925
3.725,-0.400446913551382
3.73,-0.400659311993808
3.735,-0.40086141615596
3.74,-0.401053235131905
3.745,-0.401234778222718
3.75,-0.401406054936174
3.755,-0.401567074986435
3.76,-0.401717848293734
3.765,-0.401858384984054
3.77,-0.401988695388801
3.775,-0.402108790044477
3.78,-0.402218679692345
3.785,-0.402318375278091
3.79,-0.40240788795148
3.795,-0.40248722906601
3.8,-0.402556410178564
3.805,-0.402615443049049
3.81,-0.40266433964004
3.815,-0.402703112116417
3.82,-0.402731772844992
3.825,-0.402750334394143
3.83,-0.402758809533435
3.835,-0.402757211233235
3.84,-0.402745552664334
3.845,-0.402723847197554
3.85,-0.402692108403355
3.855,-0.402650350051438
3.86,-0.402598586110341
3.865,-0.402536830747039
3.87,-0.402465098326529
3.875,-0.402383403411416
3.88,-0.402291760761497
3.885,-0.40219018533334
3.89,-0.402078692279851
3.895,-0.401957296949852
3.9,-0.40182601488764
3.905,-0.401684861832552
3.91,-0.40153385371852
3.915,-0.401373006673627
3.92,-0.401202337019652
3.925,-0.401021861271621
3.93,-0.400831596137341
3.935,-0.400631558516945
3.94,-0.40042176550242
3.945,-0.400202234377136
3.95,-0.399972982615375
3.955,-0.39973402788185
3.96,-0.399485388031221
3.965,-0.399227081107611
3.97,-0.398959125344115
3.975,-0.398681539162306
3.98,-0.398394341171732
3.985,-0.398097550169422
3.99,-0.397791185139374
3.995,-0.397475265252047
4,-0.397149809863848
4.005,-0.39681483851661
4.01,-0.396470370937079
4.015,-0.396116427036381
4.02,-0.395753026909498
4.025,-0.395380190834731
4.03,-0.394997939273167
4.035,-0.394606292868138
4.04,-0.394205272444675
4.045,-0.393794899008963
4.05,-0.393375193747788
4.055,-0.392946178027982
4.06,-0.392507873395863
4.065,-0.392060301576676
4.07,-0.391603484474023
4.075,-0.391137444169295
4.08,-0.390662202921097
4.085,-0.390177783164675
4.09,-0.38968420751133
4.095,-0.389181498747836
4.1,-0.388669679835854
4.105,-0.388148773911337
4.11,-0.387618804283938
4.115,-0.387079794436409
4.12,-0.386531768024003
4.125,-0.385974748873862
4.13,-0.385408760984415
4.135,-0.38483382852476
4.14,-0.38424997583405
4.145,-0.383657227420875
4.15,-0.383055607962638
4.155,-0.382445142304927
4.16,-0.381825855460889
4.165,-0.381197772610594
4.17,-0.380560919100397
4.175,-0.379915320442304
4.18,-0.379261002313324
4.185,-0.378597990554822
4.19,-0.377926311171877
4.195,-0.377245990332615
4.2,-0.376557054367568
4.205,-0.375859529769001
4.21,-0.37515344319026
4.215,-0.374438821445098
4.22,-0.373715691507009
4.225,-0.372984080508557
4.23,-0.372244015740696
4.235,-0.371495524652095
4.24,-0.370738634848454
4.245,-0.36997337409182
4.25,-0.369199770299895
4.255,-0.368417851545352
4.26,-0.367627646055131
4.265,-0.366829182209751
4.27,-0.366022488542601
4.275,-0.365207593739242
4.28,-0.364384526636698
4.285,-0.363553316222747
4.29,-0.362713991635206
4.295,-0.361866582161219
4.3,-0.361011117236535
4.305,-0.36014762644479
4.31,-0.359276139516778
4.315,-0.358396686329729
4.32,-0.357509296906571
4.325,-0.356614001415207
4.33,-0.355710830167768
4.335,-0.354799813619885
4.34,-0.353880982369938
4.345,-0.352954367158315
4.35,-0.352019998866669
4.355,-0.351077908517161
4.36,-0.35012812727171
4.365,-0.349170686431239
4.37,-0.348205617434915
4.375,-0.347232951859389
4.38,-0.34625272141803
4.385,-0.345264957960163
4.39,-0.344269693470296
4.395,-0.34326696006735
4.4,-0.342256790003886
4.405,-0.341239215665326
4.41,-0.340214269569175
4.415,-0.339181984364239
4.42,-0.338142392829842
4.425,-0.337095527875033
4.43,-0.336041422537807
4.435,-0.334980109984302
4.44,-0.333911623508013
4.445,-0.33283599652899
4.45,-0.331753262593042
4.455,-0.330663455370932
4.46,-0.329566608657578
4.465,-0.328462756371239
4.47,-0.327351932552715
4.475,-0.32623417136453
4.48,-0.325109507090119
4.485,-0.323977974133015
4.49,-0.322839607016029
4.495,-0.321694440380429
4.5,-0.320542508985121
4.505,-0.31938384770582
4.51,-0.318218491534226
4.515,-0.317046475577193
4.52,-0.315867835055899
4.525,-0.314682605305013
4.53,-0.31349082177186
4.535,-0.312292520015578
4.54,-0.311087735706287
4.545,-0.309876504624239
4.55,-0.308658862658981
4.555,-0.307434845808504
4.56,-0.306204490178397
4.565,-0.304967831980998
4.57,-0.303724907534543
4.575,-0.302475753262307
4.58,-0.301220405691756
4.585,-0.299958901453682
4.59,-0.298691277281349
4.595,-0.29741757000963
4.6,-0.296137816574141
4.605,-0.294852054010381
4.61,-0.293560319452861
4.615,-0.292262650134238
4.62,-0.29095908338444
4.625,-0.289649656629803
4.63,-0.288334407392186
4.635,-0.287013373288104
4.64,-0.285686592027847
4.645,-0.2843541014146
4.65,-0.283015939343566
4.655,-0.28167214380108
4.66,-0.280322752863729
4.665,-0.278967804697461
4.67,-0.277607337556705
4.675,-0.276241389783476
4.68,-0.27486999980649
4.685,-0.273493206140268
4.69,-0.272111047384246
4.695,-0.270723562221882
4.7,-0.269330789419753
4.705,-0.267932767826665
4.71,-0.26652953637275
4.715,-0.265121134068569
4.72,-0.263707600004206
4.725,-0.262288973348369
4.73,-0.260865293347483
4.735,-0.259436599324789
4.74,-0.258002930679429
4.745,-0.256564326885547
4.75,-0.255120827491374
4.755,-0.253672472118318
4.76,-0.252219300460054
4.765,-0.25076135228161
4.77,-0.249298667418454
4.775,-0.247831285775577
4.78,-0.246359247326577
4.785,-0.244882592112744
4.79,-0.243401360242137
4.795,-0.241915591888669
4.8,-0.240425327291184
4.805,-0.238930606752534
4.81,-0.237431470638661
4.815,-0.235927959377668
4.82,-0.234420113458899
4.825,-0.23290797343201
4.83,-0.231391579906045
4.835,-0.229870973548508
4.84,-0.228346195084434
4.845,-0.226817285295461
4.85,-0.225284285018901
4.855,-0.223747235146807
4.86,-0.222206176625043
4.865,-0.220661150452355
4.87,-0.21911219767943
4.875,-0.217559359407971
4.88,-0.216002676789758
4.885,-0.214442191025715
4.89,-0.212877943364971
4.895,-0.211309975103929
4.9,-0.209738327585326
4.905,-0.208163042197294
4.91,-0.206584160372426
4.915,-0.205001723586834
4.92,-0.203415773359211
4.925,-0.201826351249892
4.93,-0.200233498859914
4.935,-0.198637257830074
4.94,-0.19703766983999
4.945,-0.195434776607155
4.95,-0.193828619886004
4.955,-0.192219241466961
4.96,-0.190606683175505
4.965,-0.188990986871223
4.97,-0.187372194446866
4.975,-0.18575034782741
4.98,-0.184125488969106
4.985,-0.182497659858543
4.99,-0.180866902511695
4.995,-0.179233258972986
5,-0.177596771314338
5.005,-0.17595748163423
5.01,-0.174315432056749
5.015,-0.172670664730652
5.02,-0.171023221828414
5.025,-0.169373145545285
5.03,-0.167720478098346
5.035,-0.16606526172556
5.04,-0.164407538684831
5.045,-0.162747351253055
5.05,-0.161084741725178
5.055,-0.159419752413245
5.06,-0.157752425645462
5.065,-0.156082803765245
5.07,-0.154410929130278
5.075,-0.152736844111565
5.08,-0.151060591092489
5.085,-0.149382212467865
5.09,-0.147701750642995
5.095,-0.146019248032724
5.1,-0.1443347470605
5.105,-0.142648290157424
5.11,-0.140959919761309
5.115,-0.139269678315739
5.12,-0.137577608269122
5.125,-0.135883752073751
5.13,-0.13418815218486
5.135,-0.132490851059683
5.14,-0.130791891156511
5.145,-0.129091314933754
5.15,-0.127389164848997
5.155,-0.125685483358062
5.16,-0.123980312914067
5.165,-0.122273695966491
5.17,-0.120565674960229
5.175,-0.118856292334658
5.18,-0.117145590522699
5.185,-0.115433611949879
5.19,-0.113720399033398
5.195,-0.11200599418119
5.2,-0.110290439790986
5.205,-0.108573778249388
5.21,-0.106856051930925
5.215,-0.105137303197129
5.22,-0.103417574395598
5.225,-0.101696907859063
5.23,-0.0999753459044646
5.235,-0.098252930832015
5.24,-0.0965297049242737
5.245,-0.0948057104452188
5.25,-0.0930809896393178
5.255,-0.0913555847306035
5.26,-0.0896295379217462
5.265,-0.0879028913931312
5.27,-0.0861756873019334
5.275,-0.0844479677811962
5.28,-0.0827197749389077
5.285,-0.0809911508570818
5.29,-0.0792621375908372
5.295,-0.0775327771674799
5.3,-0.0758031115855842
5.305,-0.0740731828140778
5.31,-0.0723430327913238
5.315,-0.0706127034242101
5.32,-0.0688822365872323
5.325,-0.0671516741215849
5.33,-0.0654210578342481
5.335,-0.0636904294970795
5.34,-0.061959830845905
5.345,-0.0602293035796122
5.35,-0.0584988893592436
5.355,-0.056768629807094
5.36,-0.0550385665058048
5.365,-0.0533087409974628
5.37,-0.0515791947826996
5.375,-0.0498499693197932
5.38,-0.0481211060237686
5.385,-0.0463926462655019
5.39,-0.0446646313708252
5.395,-0.0429371026196333
5.4,-0.0412101012449912
5.405,-0.039483668432243
5.41,-0.0377578453181233
5.415,-0.0360326729898683
5.42,-0.0343081924843321
5.425,-0.032584444787099
5.43,-0.0308614708316022
5.435,-0.0291393114982431
5.44,-0.0274180076135091
5.445,-0.025697599949098
5.45,-0.0239781292210389
5.455,-0.02225963608882
5.46,-0.0205421611545128
5.465,-0.0188257449619027
5.47,-0.0171104279956176
5.475,-0.0153962506802616
5.48,-0.0136832533795474
5.485,-0.011971476395432
5.49,-0.0102609599672549
5.495,-0.00855174427087641
5.5,-0.00684386941781923
5.505,-0.00513737545441038
5.51,-0.00343230236092785
5.515,-0.00172869005074461
